,x,y,z,xp2,yp2,zp2,dist
309,-0.08504491,0.114038548,0.293,-6.123233499,8.21077547,21.096,3.555072796
310,-0.069919802,0.118854191,0.288228624,-5.03422572,8.557501774,20.75246092,1.193388526
311,-0.019184436,0.077,0.285709973,-1.381279416,5.544,20.57111802,4.738997245
312,0.006130143,0.039960021,0.287730363,0.441370308,2.877121534,20.71658613,3.233489406
313,-0.074629478,0.063740955,0.271027938,-5.373322403,4.589348764,19.51401154,6.179689236
314,-0.06996006,-0.006668487,0.290048324,-5.037124308,-0.48013104,20.88347932,5.261947989
315,-0.101,0.04451442,0.3,-7.272,3.205038256,21.6,4.36904383
316,-0.150996599,0.09,0.297826047,-10.87175515,6.48,21.44347542,4.869097611
317,-0.193850343,0.147369767,0.294,-13.95722471,10.61062324,21.168,5.163144143
318,-0.157825291,0.148071216,0.280990135,-11.36342092,10.66112756,20.23128975,2.758223145
319,-0.171,0.121720139,0.275939973,-12.312,8.76385004,19.86767807,2.152133294
320,-0.184454923,0.106056896,0.329668045,-13.28075444,7.636096541,23.73609925,4.144272625
321,-0.153704619,0.100529634,0.359463635,-11.06673255,7.238133659,25.88138174,3.10845691
322,-0.1,0.0756,0.308557372,-7.2,5.4432,22.21613076,5.622052315
323,-0.073125441,0.049726497,0.275965548,-5.265031765,3.580307753,19.86951946,3.56665869
324,-0.082570063,0.056711243,0.293633709,-5.945044525,4.083209521,21.14162705,1.527607698
325,-0.113164284,0.01418963,0.277029189,-8.147828447,1.021653348,19.94610158,3.956597576
326,-0.114749267,-0.013199444,0.269922222,-8.261947205,-0.950359995,19.43439995,2.040514216
327,-0.155,-0.066885681,0.294642118,-11.16,-4.815769013,21.21423247,5.148582395
328,-0.191759116,-0.028341395,0.341899253,-13.80665633,-2.040580416,24.61674621,5.126749581
329,-0.15993377,-0.021644447,0.3026211,-11.51523145,-1.558400217,21.7887192,3.671629413
330,-0.139371045,-0.021644447,0.280954713,-10.03471527,-1.558400217,20.22873935,2.150689489
331,-0.118808321,-0.021644447,0.28837887,-8.55419909,-1.558400217,20.76327862,1.574058575
332,-0.075545397,-0.027489235,0.292255564,-5.439268605,-1.979224898,21.04240058,3.155597313
333,-0.085437689,-0.042571668,0.260244903,-6.151513614,-3.065160112,18.73763303,2.645468142
334,-0.081598215,-0.061813449,0.284468998,-5.875071482,-4.450568296,20.48176782,2.244500451
335,-0.000733903,-0.06143471,0.299714208,-0.052841042,-4.423299119,21.57942299,5.924859304
336,-0.066536511,-0.092299921,0.313921735,-4.790628798,-6.645594338,22.60236491,5.332132692
337,-0.126195736,-0.137561954,0.299827801,-9.086092973,-9.904460673,21.58760165,5.486434795
338,-0.130307446,-0.179784058,0.309098883,-9.382136135,-12.94445214,22.25511957,3.126462834
339,-0.072642725,-0.159312182,0.299008365,-5.230276229,-11.47047708,21.52860226,4.465240256
340,-0.051019555,-0.209604054,0.300975938,-3.673407954,-15.09149186,21.67026754,3.944065905
341,-0.010989207,-0.20590874,0.330590804,-0.791222937,-14.82542927,23.80253789,3.595046126
342,0.019865067,-0.211634892,0.321303627,1.430284848,-15.23771222,23.13386114,2.356311243
343,0.054406088,-0.164502061,0.29995284,3.917238348,-11.84414841,21.5966045,4.479327074
344,0.092035897,-0.177779824,0.297872661,6.626584607,-12.80014731,21.44683158,2.876964196
345,0.056377886,-0.130223909,0.300968012,4.059207782,-9.376121435,21.66969684,4.28544582
346,0.046843464,-0.116475103,0.320345088,3.372729398,-8.386207398,23.06484636,1.843264646
347,-0.003085862,-0.081258884,0.299671146,-0.222182039,-5.850639666,21.57632251,4.644157107
348,-0.005391423,-0.064581753,0.293555343,-0.388182431,-4.649886246,21.13598467,1.289675277
349,-0.004151355,-0.039148121,0.276001933,-0.29889753,-2.818664722,19.87213916,2.226802534
350,0.011124826,-0.01546398,0.34,0.800987482,-1.11340659,24.48,5.034881711
351,0.017298207,-0.03734419,0.351918771,1.245470888,-2.688781708,25.3381515,1.84818729
352,-0.039480851,-0.039480851,0.374549955,-2.842621299,-2.842621299,26.96759677,4.403550413
353,-0.011377844,-0.058166198,0.397821164,-0.81920475,-4.187966249,28.64312384,2.951534942
354,0.002986459,-0.1402308,0.393999594,0.215025024,-10.09661761,28.36797076,6.004789872
355,0.052639185,-0.159066611,0.424644106,3.790021301,-11.45279602,30.57437565,4.414526112
356,0.072581402,-0.132516803,0.371643418,5.225860971,-9.541209818,26.75832611,4.503113528
357,0.055854507,-0.11,0.38309531,4.021524512,-7.92,27.58286229,2.181423272
358,0.134358987,-0.100872008,0.373904485,9.673847062,-7.262784544,26.92112294,5.728750416
359,0.139982937,-0.065605042,0.380959755,10.07877145,-4.72356299,27.42910235,2.621002276
360,0.171795814,-0.033989759,0.429619323,12.36929862,-2.447262679,30.93259129,4.764713274
361,0.164020319,-0.022816661,0.420840218,11.80946298,-1.642799577,30.30049572,1.166242522
362,0.132895888,0.016467392,0.394219916,9.568503928,1.185652225,28.38383394,4.08602857
363,0.091,-0.009852522,0.389599547,6.552,-0.709381618,28.05116737,3.577864763
364,0.06521897,-0.029182205,0.366427958,4.69576587,-2.101118771,26.38281295,2.857611577
365,0.027985479,-0.010035242,0.367722253,2.014954523,-0.722537412,26.4760022,3.015944343
366,0.050119051,0.029731638,0.336308436,3.608571668,2.140677906,24.21420737,3.981624467
367,0.017831207,0.061478494,0.367536731,1.283846903,4.426451557,26.4626446,3.96037579
368,0.03745182,0.1,0.356264877,2.696531032,7.2,25.65107115,3.216659584
369,0.090088215,0.059297189,0.390982673,6.486351456,4.269397579,28.15075248,5.403663214
370,0.081178093,0.128026312,0.415676872,5.844822683,9.217894434,29.92873478,5.297206941
371,0.1421107,0.13044239,0.384378735,10.23197042,9.39185207,27.67526892,4.935122588
372,0.120284939,0.137122347,0.402775819,8.660515586,9.872808969,28.99985896,2.110764938
373,0.068910295,0.144320234,0.374897859,4.961541209,10.39105686,26.99264587,4.240270829
374,0.040571156,0.168037181,0.362652408,2.921123209,12.098677,26.11097335,2.802966037
375,-0.003027415,0.188995307,0.374188349,-0.217973855,13.60766212,26.94156115,3.580620416
376,-0.050017384,0.191024633,0.400563203,-3.601251623,13.75377359,28.84055064,3.88253501
377,-0.060771263,0.209428139,0.372842057,-4.375530966,15.07882599,26.8446281,2.517732935
378,-0.041974178,0.144,0.389721384,-3.022140817,10.368,28.05993964,5.049804801
379,-0.044745675,0.118353511,0.402217526,-3.221688599,8.521452778,28.95966187,2.063748058
380,-0.048937069,0.110183293,0.391393012,-3.523468942,7.933197121,28.18029684,1.022020521
381,-0.005291879,0.063812982,0.36885178,-0.381015322,4.594534688,26.55732818,4.863713484
382,-0.067379345,0.065131058,0.319813576,-4.851312875,4.689436194,23.02657745,5.697259627
383,-0.083715602,0.042989011,0.341642035,-6.02752331,3.095208767,24.59822654,2.528856054
384,-0.089643038,0.046552108,0.344176655,-6.454298709,3.351751798,24.78071918,0.530334922
385,-0.14240449,0.072125815,0.357999982,-10.25312329,5.193058684,25.77599869,4.337287234
386,-0.169114362,0.059455444,0.380670992,-12.17623406,4.280791936,27.40831146,2.682355428
387,-0.192215454,0.11126591,0.410714758,-13.83951271,8.011145518,29.57146258,4.621823935
388,-0.197871091,0.106055537,0.397688792,-14.24671858,7.635998685,28.63359304,1.089105615
389,-0.152250649,0.055965035,0.351946844,-10.96204671,4.029482535,25.34017276,5.885800298
390,-0.18829518,0.041221188,0.352209025,-13.55725299,2.967925557,25.3590498,2.803989159
391,-0.163930961,-0.014479689,0.346171267,-11.80302918,-1.042537592,24.9243312,4.398874411
392,-0.156266457,-0.042647059,0.361513605,-11.25118487,-3.070588235,26.02897958,2.374398787
393,-0.129752305,-0.081499246,0.375116537,-9.342165951,-5.867945719,27.00839067,3.525451491
394,-0.172787143,-0.117905615,0.392406615,-12.44067433,-8.489204304,28.25327625,4.245172651
395,-0.119123856,-0.082214189,0.364668205,-8.576917604,-5.919421606,26.25611076,5.051838196
396,-0.095396551,-0.058176845,0.358757476,-6.868551655,-4.188732807,25.83053829,2.468787124
397,-0.068881367,-0.050219691,0.358012511,-4.95945844,-3.615817754,25.7769008,1.993927165
398,-0.055515074,-0.000418855,0.359745159,-3.99708536,-0.03015753,25.90165142,3.71465798
399,-0.029648125,0.002340403,0.374126784,-2.134664986,0.168509014,26.93712841,2.140161361
400,-0.028543306,0.007448735,0.43232236,-2.055118038,0.536308935,31.12720992,4.20694515
401,-0.063301068,-0.044795433,0.432090652,-4.557676883,-3.225271197,31.11052695,4.51802658
402,-0.088520656,-0.055534537,0.441085783,-6.373487229,-3.9984867,31.75817637,2.077132445
403,-0.106810052,-0.082253036,0.441470693,-7.690323722,-5.922218581,31.78588991,2.33143105
404,-0.122144829,-0.0841989,0.438825166,-8.794427701,-6.062320764,31.59541195,1.129139526
405,-0.094660566,-0.157727761,0.46035357,-6.815560753,-11.35639878,33.14545706,5.860530375
406,-0.056763495,-0.107883712,0.453204843,-4.086971673,-7.767627299,32.6307487,4.537554826
407,-0.023560682,-0.133596701,0.440298981,-1.69636909,-9.618962439,31.70152664,3.163206625
408,-0.006882995,-0.121332158,0.465485936,-0.49557562,-8.73591534,33.51498739,2.347406445
409,0.023706307,-0.127382797,0.49500871,1.706854137,-9.171561402,35.64062715,3.091735553
410,0.053693276,-0.159821433,0.470460212,3.865915838,-11.50714319,33.8731353,3.638752145
411,0.042484459,-0.143943544,0.423008629,3.058881049,-10.3639352,30.45662126,3.691991036
412,0.05274597,-0.080848864,0.463142456,3.797709853,-5.821118213,33.34625681,5.434431685
413,-0.006934128,-0.066410247,0.473869071,-0.499257241,-4.781537797,34.11857313,4.487886601
414,-0.032463453,-0.044728824,0.466705405,-2.337368608,-3.220475364,33.60278915,2.466090515
415,-0.008130215,-0.010148942,0.422371494,-0.585375476,-0.73072384,30.41074756,4.41106247
416,0.019919246,-0.013648215,0.423667793,1.434185688,-0.982671513,30.50408113,2.037355168
417,0.038339021,0.046341499,0.444166514,2.760409543,3.336587906,31.97998898,4.753227919
418,0.07,0.040981452,0.454358855,5.04,2.950664553,32.71383753,2.42569643
419,0.105789259,-0.00318954,0.436556234,7.616826642,-0.22964686,31.43204883,4.289218867
420,0.146867806,-0.033392909,0.458994669,10.57448203,-2.404289465,33.0476162,4.010842025
421,0.171851929,-0.005537012,0.473540363,12.37333889,-0.398664875,34.09490616,2.890541862
422,0.182166553,0.022956619,0.449289219,13.11599178,1.652876579,32.34882373,2.79448734
423,0.142333822,0.06369626,0.491736054,10.24803517,4.58613073,35.40499586,5.115598019
424,0.159244032,0.086365655,0.470678093,11.46557031,6.218327184,33.88882269,2.538747357
425,0.14,0.108336026,0.446903856,10.08,7.8001939,32.17707767,2.71149007
426,0.1211232,0.15381701,0.443419944,8.72087041,11.0748247,31.92623598,3.554344056
427,0.074623219,0.11,0.439578498,5.372871748,7.92,31.64965183,4.60852609
428,0.050368603,0.066796222,0.445454061,3.626539381,4.809327948,32.07269237,3.592341945
429,0.059689414,0.077786619,0.431606281,4.297637773,5.600636589,31.07565224,1.43896888
430,0.008803413,0.031388393,0.448421059,0.633845713,2.259964313,32.28631628,5.103838844
431,0.004622435,0.039571594,0.434518778,0.332815331,2.849154781,31.28535203,1.199872552
432,-0.041998191,0.059331785,0.42477585,-3.023869784,4.271888542,30.58386121,3.71262652
433,-0.05245197,0.111803105,0.432117,-3.776541842,8.049823556,31.11242403,3.888275561
434,-0.038304575,0.123057441,0.458013265,-2.757929435,8.860135772,32.97695507,2.273907014
435,-0.049878302,0.183182431,0.454974546,-3.591237739,13.189135,32.75816729,4.413899086
436,-0.078116451,0.176064699,0.438334088,-5.624384501,12.67665829,31.56005434,2.414910507
437,-0.101873453,0.181820124,0.406180008,-7.334888582,13.09104895,29.24496057,2.908127063
438,-0.147985048,0.166317084,0.395471673,-10.65492344,11.97483003,28.47396047,3.586504885
439,-0.134098286,0.120063302,0.428877883,-9.655076557,8.644557711,30.8792076,4.227957106
440,-0.151803322,0.133098621,0.463484075,-10.92983919,9.583100737,33.37085339,2.951979258
441,-0.216463181,0.113350873,0.419218871,-15.58534901,8.161262892,30.18375868,5.818330282
442,-0.202563523,0.08119633,0.403292348,-14.58457364,5.846135787,29.03704906,2.770615061
443,-0.215267701,0.031667428,0.435063912,-15.49927447,2.280054786,31.32460166,4.334340575
444,-0.164820989,0.051844426,0.424386899,-11.86711118,3.732798638,30.55585674,3.986733456
445,-0.128,-0.000220856,0.446907955,-9.216,-0.015901614,32.17737273,4.869338577
446,-0.111,0.030327033,0.434352792,-7.992,2.183546366,31.27340101,2.674492904
447,-0.084324865,0.015500255,0.432530545,-6.071390304,1.116018356,31.14219924,2.201265899
448,-0.079719897,0.048965533,0.422868278,-5.739832559,3.525518408,30.44651601,2.529742318
449,-0.025240998,0.002395726,0.430649817,-1.817351871,0.172492255,31.00678679,5.190620625
450,-0.046604549,-0.049418766,0.476443588,-3.355527551,-3.558151147,34.30393834,5.211035692
451,-0.044779549,0.014535892,0.521020574,-3.224127505,1.046584254,37.51348131,5.614447446
452,-0.107100438,-0.01,0.498729334,-7.711231502,-0.72,35.90851207,5.082405777
453,-0.093530656,-0.022447269,0.547308177,-6.734207214,-1.616203354,39.40618878,3.740521258
454,-0.11,-0.025,0.5106294,-7.92,-1.8,36.76531676,2.900705211
455,-0.138259994,-0.082026323,0.507073456,-9.954719568,-5.905895261,36.50928884,4.589554435
456,-0.140475029,-0.056675877,0.540455444,-10.11420206,-4.080663129,38.91279199,3.022206875
457,-0.17426923,-0.002287733,0.519613957,-12.54738456,-0.16471678,37.41220493,4.848378534
458,-0.187044185,-0.05141188,0.510367002,-13.46718129,-3.701655366,36.74642416,3.71473076
459,-0.142987998,-0.076221709,0.4920112,-10.29513583,-5.487963048,35.42480638,3.87291119
460,-0.137199341,-0.083561876,0.498298055,-9.878352548,-6.016455083,35.87745999,0.811114927
461,-0.10075428,-0.076525087,0.511419368,-7.254308147,-5.509806256,36.82219448,2.834576745
462,-0.109330868,-0.104805635,0.514670472,-7.871822509,-7.546005754,37.05627399,2.140613369
463,-0.05537973,-0.112967019,0.504639231,-3.987340567,-8.133625353,36.33402463,3.994513848
464,-0.04515479,-0.136047658,0.512026625,-3.251144914,-9.795431397,36.86591697,1.8938038
465,-0.002135667,-0.129494571,0.536958793,-0.153768024,-9.323609141,38.66103311,3.610928105
466,-0.082654987,-0.116456922,0.536969198,-5.951159081,-8.384898388,38.66178229,5.872897199
467,-0.060074167,-0.060074167,0.553461636,-4.325340051,-4.325340051,39.84923778,4.531374181
468,-0.0347227,-0.050913496,0.519715836,-2.500034434,-3.66577174,37.41954022,3.10969471
469,-0.007499395,7.98E-05,0.510691866,-0.539956434,0.005743953,36.76981439,4.212371887
470,-0.000587981,-0.055125534,0.502434947,-0.042334664,-3.969038444,36.17531615,4.049685256
471,0.019778628,-0.012261538,0.51982678,1.424061189,-0.882830711,37.42752813,3.639097389
472,0.0723728,-0.036657995,0.552311722,5.210841569,-2.63937567,39.76644395,4.784943371
473,0.043778249,-0.066812986,0.513726277,3.152033895,-4.81053502,36.98829193,4.082983055
474,0.0672064,-0.088252919,0.507864272,4.838860803,-6.354210174,36.56622757,2.325178771
475,0.103034005,-0.117550704,0.553699547,7.41844835,-8.463650656,39.86636737,4.689875662
476,0.077529302,-0.0708937,0.576582743,5.582109764,-5.10434643,41.51395753,4.167927257
477,0.057174689,-0.030579432,0.537952307,4.116577593,-2.201719115,38.73256612,4.278921365
478,0.081497215,-0.035292681,0.505739375,5.867799453,-2.541073065,36.413235,2.925958976
479,0.136323826,-0.008372313,0.494785723,9.815315457,-0.60280654,35.62457209,4.467857307
480,0.130317541,0.018571136,0.509502893,9.382862964,1.337121809,36.68420831,2.25236899
481,0.115108064,0.053725937,0.507494471,8.287780624,3.868267491,36.53960192,2.761668844
482,0.104766519,0.055956977,0.565697977,7.543189396,4.028902349,40.73025436,4.259317734
483,0.064404582,0.097407601,0.52689572,4.637129892,7.01334724,37.93649185,5.015695578
484,0.079958132,0.065230063,0.519215071,5.756985486,4.696564516,37.38348508,2.631990735
485,0.017236326,0.047711013,0.489701914,1.241015493,3.435192959,35.25853781,5.147858201
486,0.009306096,0.047429231,0.481210276,0.67003892,3.414904665,34.64713988,0.836799434
487,-0.003984398,0.042766849,0.498346008,-0.286876633,3.079213139,35.88091257,1.597050789
488,0.032493913,0.066,0.52384369,2.33956176,4.752,37.71674568,3.614785984
489,-0.028369079,0.107388952,0.553894662,-2.042573702,7.732004528,39.88041566,5.724072501
490,0.030786166,0.170688013,0.534145722,2.216603987,12.28953691,38.45849199,6.397934268
491,-0.019931082,0.184615517,0.516570476,-1.43503787,13.2923172,37.19307425,3.992660595
492,-0.052854438,0.163390359,0.504296277,-3.805519517,11.76410586,36.30933196,2.955607142
493,-0.103465914,0.165072405,0.5159219,-7.4495458,11.88521318,37.14637679,3.740887407
494,-0.091449636,0.155,0.553533925,-6.584373762,11.16,39.85444257,2.933952465
495,-0.161179415,0.146560397,0.520113317,-11.60491789,10.55234858,37.44815882,5.600473645
496,-0.157185064,0.131869208,0.494097216,-11.3173246,9.494582974,35.57499959,2.170323366
497,-0.085428604,0.073057849,0.511674705,-6.150859458,5.260165125,36.84057873,6.798848955
498,-0.079811953,0.072032454,0.522750362,-5.746460639,5.18633666,37.63802606,0.897168484
499,-0.062342999,0.065993362,0.513654849,-4.488695955,4.751522076,36.98314913,1.483205822
500,-0.022515258,-0.021255591,0.510699768,-1.621098605,-1.530402565,36.7703833,6.908759733
501,-0.075933389,0.008431506,0.553114771,-5.467203984,0.607068404,39.82426349,5.35607066
502,-0.043371332,0.044739513,0.577804117,-3.122735888,3.221244919,41.60189646,3.935788165
503,-0.104135992,0.014868486,0.574962121,-7.497791451,1.07053099,41.39727268,4.879400832
504,-0.03900925,-0.03900925,0.603186806,-2.808665976,-2.808665976,43.42945003,6.416058884
505,-0.132029317,-0.029322585,0.612945155,-9.506110817,-2.111226117,44.13205117,6.770216993
506,-0.136,0.000785399,0.618145918,-9.792,0.05654873,44.50650611,2.218377089
507,-0.166138023,0.024370266,0.604859069,-11.96193768,1.754659184,43.549853,2.916743705
508,-0.163181084,0.024370266,0.625160452,-11.74903807,1.754659184,45.01155253,1.477122802
509,-0.171126321,0.030788166,0.579739645,-12.32109511,2.216747983,41.74125445,3.351958368
510,-0.143070972,0.027457868,0.567024353,-10.30111001,1.976966516,40.82575339,2.230689839
511,-0.12319198,-0.005753894,0.556508668,-8.869822567,-0.414280354,40.06862413,2.887886781
512,-0.159741808,-0.009803316,0.542332386,-11.50141016,-0.705838721,39.04793182,2.837617368
513,-0.146074848,-0.078276992,0.567402028,-10.51738909,-5.635943426,40.85294601,5.341564012
514,-0.143057095,-0.096882296,0.568209693,-10.30011084,-6.975525307,40.91109792,1.358333942
515,-0.102442104,-0.101538648,0.579952955,-7.375831463,-7.310782676,41.75661274,3.062466769
516,-0.076232242,-0.069006325,0.588158109,-5.488721421,-4.968455371,42.34738382,3.065402415
517,-0.089742024,-0.033681471,0.626151881,-6.461425733,-2.425065941,45.08293546,3.859822051
518,-0.063740541,-0.021421016,0.5995356,-4.589318959,-1.54231318,43.16656321,2.820730192
519,-0.064145878,0.001720364,0.575961197,-4.618503205,0.123866241,41.46920619,2.378660637
520,0.005241057,0.018979595,0.575478669,0.377356121,1.366530843,41.43446419,5.148206749
521,0.023756831,-0.023689595,0.56869621,1.71049181,-1.705650829,40.94612709,3.384379428
522,-0.020014201,-0.027465589,0.594495282,-1.4410225,-1.977522423,42.80366029,3.668294727
523,0.044543916,-0.09246728,0.61330487,3.207161926,-6.657644169,44.15795064,6.733740444
524,-0.002360363,-0.109205522,0.584006935,-0.169946141,-7.862797585,42.04849934,4.160172885
525,0.026568521,-0.137804657,0.580419764,1.912933507,-9.921935277,41.79022298,2.940262291
526,0.056535217,-0.077064861,0.581437869,4.070535643,-5.548669967,41.8635266,4.877096458
527,0.078176491,-0.073454351,0.578905461,5.628707363,-5.288713264,41.6811932,1.590195605
528,0.118019672,-0.061546785,0.58750136,8.49741637,-4.431368528,42.30009789,3.057380314
529,0.123179249,-0.027376627,0.599658815,8.868905953,-1.971117151,43.17543468,2.637623142
530,0.027629174,-0.012351985,0.6048394,1.989300527,-0.889342903,43.54843682,6.974119079
531,0.114401626,-0.00293111,0.592524347,8.236917081,-0.211039937,42.66175301,6.346575114
532,0.109461045,0.01866741,0.560883271,7.88119524,1.344053509,40.38359551,2.781160778
533,0.123282913,0.074127983,0.604331329,8.876369756,5.337214775,43.51185569,5.169305655
534,0.046733037,0.043231358,0.626677365,3.364778678,3.112657803,45.12077026,6.157507292
535,0.079757643,0.025214475,0.568492284,5.742550302,1.815442216,40.93144446,4.988688895
536,0.024787365,0.003393988,0.580542298,1.784690286,0.244367166,41.79904543,4.345763932
537,0.017041146,0.052230318,0.559202798,1.22696254,3.760582882,40.26260149,3.877562787
538,0.015238029,0.044716955,0.577501368,1.097138102,3.219620756,41.5800985,1.430137325
539,0.058347063,0.110418037,0.620414947,4.200988556,7.95009869,44.6698762,6.446552211
540,0.095894104,0.070243529,0.569261362,6.904375508,5.057534059,40.98681805,5.407416069
541,0.081742557,0.157279468,0.592648936,5.885464093,11.32412167,42.6707234,6.568396911
542,0.050869008,0.12917909,0.565606365,3.662568549,9.3008945,40.72365828,3.581309168
543,0.0132769,0.159630268,0.545545627,0.955936818,11.49337927,39.27928512,3.770816709
544,0.000428262,0.161469266,0.537512919,0.030834872,11.62578715,38.7009302,1.099017681
545,-0.04796551,0.13133983,0.578101548,-3.453516756,9.456467786,41.62331142,5.038547881
546,-0.055329112,0.145,0.59141518,-3.983696056,10.44,42.58189296,1.472176715
547,-0.066576176,0.161525279,0.616502598,-4.793484679,11.62982007,44.38818703,2.309573048
548,-0.092838587,0.149203928,0.566713423,-6.684378253,10.74268278,40.80336646,4.148907033
549,-0.068205494,0.125,0.604097428,-4.910795549,9,43.49501482,3.664356664
550,-0.041514079,0.093924899,0.591037162,-2.989013652,6.762592744,42.55467567,3.095718754
551,0.028877476,0.053987855,0.570441487,2.07917825,3.887125529,41.07178709,6.012806285
552,0.001041283,0.0453664,0.588667544,0.074972361,3.266380797,42.38406319,2.474718942
553,-0.042816688,0.063113504,0.65613557,-3.082801532,4.544172291,47.24176106,5.933086519
554,-0.072117214,0.058205435,0.670586336,-5.192439414,4.190791326,48.28221618,2.37865444
555,-0.052024321,0.046764914,0.651979443,-3.745751117,3.367073835,46.94251992,2.136867705
556,-0.105190548,0.09,0.684391377,-7.573719482,6.48,49.27617911,5.457986473
557,-0.140329918,0.127305804,0.643321909,-10.10375407,9.166017896,46.31917748,4.728596602
558,-0.130052505,0.084802804,0.63423463,-9.363780356,6.105801906,45.66489334,3.215675781
559,-0.155699996,0.048642229,0.652036845,-11.2103997,3.50224047,46.94665282,3.439686397
560,-0.165088391,0.034767749,0.66,-11.88636412,2.503277963,47.52,1.335507761
561,-0.082953597,-0.003470962,0.656834045,-5.972658976,-0.249909266,47.29205122,6.527167008
562,-0.11623626,-0.023175291,0.643907201,-8.369010731,-1.668620946,46.36131848,2.936240452
563,-0.041832488,0.022496673,0.680247607,-3.011939115,1.619760456,48.9778277,6.808655448
564,-0.084104608,0.021862753,0.644460102,-6.05553178,1.574118205,46.40112737,3.988097802
565,-0.047628267,0.043891701,0.646338642,-3.42923524,3.160202442,46.53638224,3.071056919
566,-0.062684237,0.005229187,0.631347545,-4.513265053,0.376501484,45.45702325,3.176338693
567,-0.013335711,-0.027954074,0.687132953,-0.960171169,-2.01269335,49.47357262,5.870723714
568,-0.011612699,-0.066729865,0.678409713,-0.836114293,-4.804550252,48.84549935,2.864320356
569,-0.075272984,-0.111738317,0.674857454,-5.419654883,-8.045158822,48.58973671,5.61923507
570,-0.075743588,-0.119903276,0.652881254,-5.453538331,-8.633035865,47.00745027,1.688306225
571,-0.037100708,-0.098126086,0.635934997,-2.671250942,-7.065078207,45.78731978,3.418820371
572,-0.002573897,-0.096481832,0.632817037,-0.185320608,-6.946691889,45.56282667,2.498852158
573,0.035817144,-0.08666848,0.640213379,2.578834379,-6.240130548,46.09536327,2.902305456
574,0.082002497,-0.065479798,0.658379479,5.904179749,-4.714545432,47.40332252,3.8853686
575,0.056255293,-0.028136283,0.679268522,4.050381123,-2.025812372,48.90733359,3.595539476
576,0.009761516,-0.004492488,0.658971023,0.702829186,-0.323459132,47.44591367,4.029870805
577,0.015691831,0.038798696,0.637863898,1.129811842,2.793506091,45.92620067,3.493896678
578,0.031781896,0.043903903,0.646427939,2.288296498,3.161081049,46.54281163,1.362867247
579,0.04787196,0.049009111,0.654991981,3.446781154,3.528656008,47.1594226,1.362867247
580,0.096327025,0.041228773,0.653308634,6.935545801,2.96847166,47.03822164,3.535530362
581,0.096352888,0.098775294,0.649087668,6.937407954,7.111821136,46.7343121,4.154480636
582,0.086170885,0.12144641,0.670256188,6.204303742,8.744141527,48.25844556,2.350509403
583,0.039634331,0.147730049,0.665246468,2.853671843,10.63656353,47.89774568,3.864983776
584,-0.000608301,0.149734453,0.672879848,-0.043797657,10.78088062,48.44734908,2.952663343
585,0.022061682,0.068896124,0.657494647,1.588441137,4.960520964,47.33961457,6.145556583
586,-0.019891113,0.049717735,0.643574823,-1.432160156,3.579676897,46.33738724,3.469181766
587,0.006389565,0.042404788,0.686890408,0.460048697,3.053144708,49.45610941,3.685663914
588,-0.001328776,0.06047363,0.725523554,-0.095671843,4.35410139,52.23769586,3.120662875
589,-0.030497991,0.07566377,0.742556258,-2.195855358,5.447791444,53.46405061,2.66662234
590,-0.011813764,0.09085391,0.763969445,-0.850591015,6.541481499,55.00580005,2.320104618
591,0.018122601,0.132707959,0.758795746,1.304827304,9.554973074,54.6332937,3.723670311
592,-0.035853012,0.130484554,0.711889691,-2.581416898,9.394887883,51.25605778,5.151140044
593,-0.07040771,0.114264189,0.70915631,-5.069355136,8.227021596,51.0592543,2.755445508
594,-0.04,0.096876407,0.749072041,-2.88,6.97510128,53.93318699,3.823619947
595,-0.0180427,0.05911932,0.761482211,-1.299074423,4.256591016,54.82671916,3.269254268
596,-0.041493454,0.057060294,0.710118484,-2.987528692,4.108341189,51.12853083,4.068101856
597,-0.032217726,0.073021503,0.769500328,-2.319676278,5.25754824,55.40402358,4.477336478
598,-0.055551567,0.021922324,0.76282105,-3.999712796,1.578407339,54.92311557,4.073066779
599,-0.102311794,0.011244376,0.70506419,-7.366449135,0.809595045,50.7646217,5.405465487
600,-0.039587228,-0.034004545,0.709201903,-2.850280406,-2.448327273,51.06253699,5.576611098
601,-0.036398514,0.006741716,0.71660562,-2.620693003,0.485403582,51.59560463,2.990593287
602,-0.017509655,0.019816905,0.728902441,-1.260695141,1.426817174,52.48097578,1.876095896
603,-0.012184752,-0.061022499,0.744836815,-0.87730214,-4.393619903,53.62825067,5.944805938
604,-0.000131737,-0.072746526,0.708503112,-0.009485033,-5.237749851,51.01222409,2.882578187
605,0.056265863,-0.049016101,0.701267137,4.05114214,-3.529159274,50.49123387,4.436147609
606,0.06349289,-0.021016198,0.735393448,4.571488072,-1.513166254,52.94832828,3.220605643
607,0.074969148,0.003066999,0.755072335,5.397778685,0.22082393,54.36520813,2.386844496
608,0.083657082,0.010997949,0.723083034,6.02330989,0.791852334,52.06197848,2.454023134
609,0.106530287,0.017488991,0.717163507,7.670180632,1.259207351,51.63577249,1.764158583
610,0.102147251,0.037391291,0.754168038,7.35460206,2.692172921,54.30009875,3.041646685
611,0.041551326,0.053679576,0.757966072,2.991695437,3.864929462,54.57355722,4.526045917
612,0.023538986,0.056822024,0.753996253,1.694806959,4.091185693,54.28773025,1.347148345
613,-0.011686564,0.015183278,0.760266959,-0.841432612,1.093196039,54.73922104,3.952758159
