,x,y,z,xp2,yp2,zp2,dist
113,0.035888997,0.017911693,0.066185276,2.584007809,1.28964193,4.765339857,3.223829848
114,0.078733946,0.036204236,0.099722515,5.668844109,2.606705002,7.180021093,4.132983863
115,0.059163915,0.046779826,0.163001722,4.259801871,3.368147486,11.73612397,4.829416949
116,0.086532714,0.035786491,0.148165528,6.230355401,2.576627374,10.66791798,2.377109446
117,0.118986793,0.064744343,0.157660662,8.567049114,4.661592696,11.35156768,3.205400881
118,0.164301198,0.053941069,0.164525011,11.82968627,3.883756949,11.84580081,3.390294394
119,0.18,0.087976897,0.164,12.96,6.334336561,11.808,2.698958772
120,0.233070698,0.074289994,0.155623558,16.78109027,5.348879559,11.20489617,3.991940703
121,0.196631361,0.098126074,0.199481856,14.15745798,7.065077318,14.3626936,4.449771429
122,0.202860557,0.136651706,0.168903562,14.6059601,9.838922841,12.1610565,3.569674926
123,0.117,0.140374249,0.151967682,8.424,10.10694592,10.94167309,6.3067712
124,0.179090091,0.212030205,0.167905987,12.89448652,15.26617478,12.08923105,6.922411532
125,0.120640303,0.16388011,0.20736384,8.686101838,11.79936794,14.93019645,6.148197757
126,0.145094562,0.225793669,0.15435655,10.44680846,16.2571442,11.11367163,6.126803298
127,0.119514131,0.2,0.145941331,8.605017428,14.4,10.50777583,2.684825598
128,0.061809798,0.159683759,0.123662816,4.450305445,11.49723063,8.90372273,5.316078257
129,0.061841418,0.199001246,0.136911301,4.452582084,14.32808968,9.857613641,2.987252255
130,0.112242876,0.177866921,0.183152995,8.081487092,12.80641833,13.18701568,5.154546845
131,0.051617827,0.118269515,0.183669799,3.716483538,8.515405086,13.22422555,6.121064877
132,-0.023350745,0.117422005,0.125837416,-1.68125362,8.454384342,9.060293968,6.817449387
133,0.02482968,0.129281683,0.122553376,1.787736936,9.308281207,8.823843087,3.580355339
134,0.030880885,0.069071394,0.106305191,2.223423706,4.973140365,7.653973776,4.511303945
135,-0.00499931,0.044283442,0.101503581,-0.359950316,3.188407857,7.308257819,3.15889395
136,-0.023331642,0.023904793,0.117354409,-1.679878232,1.721145127,8.449517414,2.279812073
137,-0.013746231,0.070922473,0.12457339,-0.989728628,5.106418087,8.969284077,3.493785465
138,-0.04462271,0.06698189,0.129532735,-3.212835106,4.822696049,9.3263569,2.269405563
139,-0.02661531,0.119015401,0.147303048,-1.916302352,8.569108855,10.60581944,4.165768895
140,-0.066829294,0.112926143,0.163766902,-4.811709204,8.130682332,11.79121691,3.159235005
141,-0.050234049,0.114758927,0.133576444,-3.616851549,8.262642731,9.617503992,2.483973879
142,-0.054650225,0.16,0.149237629,-3.934816185,11.52,10.74510931,3.461642912
143,-0.097866126,0.218927108,0.184770325,-7.046361074,15.7627518,13.30346341,5.85045555
144,-0.077144516,0.239281699,0.106655997,-5.554405155,17.22828232,7.679231762,6.000474468
145,-0.073319,0.294995161,0.124418329,-5.278968015,21.23965161,8.958119714,4.219301313
146,-0.06186584,0.266886242,0.102662677,-4.45434047,19.21580942,7.391712763,2.688787555
147,-0.126027747,0.278714745,0.129499863,-9.073997805,20.06746164,9.32399011,5.079393776
148,-0.123687503,0.223699336,0.142907995,-8.905500234,16.10635223,10.28937565,4.080532863
149,-0.110310662,0.227585888,0.154504922,-7.942367672,16.38618394,11.12435439,1.30503625
150,-0.144088235,0.2,0.127522885,-10.3743529,14.4,9.181647691,3.692368903
151,-0.150812882,0.180985537,0.08396381,-10.85852754,13.0309587,6.04539432,3.456122738
152,-0.169803947,0.180152718,0.101637882,-12.22588418,12.97099569,7.317927488,1.868850026
153,-0.210535458,0.160315953,0.112660778,-15.15855298,11.54274863,8.111576039,3.357128828
154,-0.212459598,0.159813529,0.112060202,-15.29709105,11.50657411,8.06833453,0.149570116
155,-0.252264031,0.133455555,0.172275934,-18.16301024,9.608799986,12.40386724,5.532800676
156,-0.191014745,0.086653697,0.153561387,-13.7530616,6.239066176,11.0564199,5.711249186
157,-0.148168601,0.105201914,0.17,-10.66813927,7.574537786,12.24,3.563859154
158,-0.071256562,0.068360845,0.136324357,-5.130472464,4.92198086,9.815353675,6.601569642
159,-0.127152326,0.05,0.160712144,-9.154967444,3.6,11.57127435,4.585569829
160,-0.065355572,0.036753085,0.144448261,-4.705601151,2.646222129,10.40027477,4.698701167
161,-0.010044227,0.02456732,0.149674531,-0.723184372,1.768847019,10.77656627,4.095244287
162,-0.073941049,0.061953401,0.114527347,-5.32375554,4.460644901,8.24596898,5.900419776
163,-0.074956312,-0.000437804,0.121554101,-5.396854468,-0.031521889,8.751895238,4.521157739
164,-0.098119614,0.029176904,0.15868668,-7.064612236,2.100737124,11.42544098,3.804706465
165,-0.084172401,-0.022170686,0.172970719,-6.060412861,-1.596289387,12.45389177,3.966627337
166,-0.155548776,-0.005358014,0.167993029,-11.19951187,-0.385777005,12.0954981,5.291892374
167,-0.155,-0.075935705,0.176563218,-11.16,-5.467370768,12.7125517,5.119073306
168,-0.175940328,-0.053422324,0.199014414,-12.66770362,-3.846407319,14.32903779,2.741116558
169,-0.213589067,0.002351687,0.161835933,-15.37841284,0.169321497,11.65218715,5.535300514
170,-0.247308112,-0.017567622,0.160123691,-17.80618409,-1.264868803,11.52890578,2.822441023
171,-0.246748815,-0.069697125,0.202222193,-17.76591466,-5.018193035,14.55999787,4.824581195
172,-0.232132818,-0.08889525,0.170208768,-16.71356288,-6.400458031,12.25503133,2.886342245
173,-0.174161943,-0.108055697,0.184238598,-12.5396599,-7.780010163,13.26517905,4.510546368
174,-0.184529883,-0.157499643,0.167724962,-13.28615157,-11.3399743,12.07619727,3.826783519
175,-0.155,-0.164540517,0.17927968,-11.16,-11.84691719,12.90813698,2.338725138
176,-0.132974786,-0.128648307,0.242050083,-9.574184579,-9.262678077,17.42760601,5.442306739
177,-0.122173119,-0.216683958,0.225426228,-8.796464555,-15.60124497,16.23068845,6.497298698
178,-0.174617766,-0.221347422,0.187441439,-12.57247914,-15.93701435,13.49578362,4.674476615
179,-0.142832621,-0.227905587,0.183655122,-10.28394871,-16.40920229,13.22316881,2.352584073
180,-0.122163205,-0.210583457,0.150131076,-8.795750778,-15.16200887,10.80943747,3.097793326
181,-0.0736439,-0.153420725,0.201366857,-5.302360796,-11.04629221,14.49841372,6.538458761
182,-0.064590113,-0.143570671,0.150464477,-4.650488151,-10.33708831,10.83344236,3.789448933
183,-0.06118993,-0.111800029,0.14916882,-4.405674979,-8.049602083,10.74015507,2.302439843
184,-0.068267957,-0.065955189,0.161948654,-4.915292874,-4.748773621,11.66030309,3.464368818
185,-0.040189332,-0.01540597,0.131544839,-2.893631894,-1.109229858,9.471228405,4.703768689
186,-0.005005954,-0.024544186,0.126808716,-0.360428689,-1.767181383,9.13022754,2.639374979
187,0.041613062,-0.034458177,0.139747021,2.996140497,-2.480988712,10.06178549,3.555823085
188,0.004905284,-0.047803816,0.178249867,0.353180467,-3.441874763,12.83399045,3.948880866
189,0.045644593,-0.117027282,0.138190789,3.286410698,-8.425964303,9.949736814,6.462500071
190,0.050442581,-0.141186569,0.200104784,3.63186585,-10.16543298,14.40754446,4.797618106
191,0.087077801,-0.194256504,0.15258706,6.269601701,-13.98646831,10.98626831,5.767416398
192,0.054594707,-0.191625231,0.206484351,3.930818907,-13.79701662,14.86687325,4.534852982
193,0.074768341,-0.239123835,0.151936276,5.383320564,-17.21691611,10.93941186,5.406517045
194,0.081757693,-0.231313874,0.118956299,5.886553928,-16.65459892,8.564853526,2.491580166
195,0.102118121,-0.199618681,0.101522607,7.352504738,-14.37254502,7.309627719,2.988707679
196,0.115,-0.178538375,0.084596984,8.28,-12.85476299,6.090982882,2.156155147
197,0.125,-0.134591743,0.078779531,9,-9.690605521,5.672126213,3.271961701
198,0.135589642,-0.077873875,0.115216279,9.762454248,-5.606918976,8.295572115,4.913277997
199,0.130058323,-0.101381154,0.156875777,9.364199268,-7.299443086,11.29505594,3.467008523
200,0.148326641,-0.009524068,0.173361866,10.67951813,-0.685732904,12.48205432,6.846911072
201,0.171066777,-0.07143111,0.203999721,12.31680796,-5.143039952,14.68797993,5.235877379
202,0.165578104,-0.115495729,0.18741055,11.92162346,-8.315692516,13.49355963,3.41299501
203,0.20013394,-0.08421267,0.158310264,14.40964367,-6.063312264,11.39833903,3.956439145
204,0.143114466,-0.07965639,0.184690174,10.30424153,-5.735260092,13.29769256,4.535359829
205,0.12359578,-0.043305668,0.171646654,8.898896191,-3.11800808,12.35855911,3.11560191
206,0.10914144,-0.024248258,0.154994339,7.858183663,-1.745874583,11.15959237,2.098417053
207,0.089499498,-0.039326451,0.131378169,6.443963837,-2.831504488,9.459228153,2.463706251
208,0.044815201,-0.008234013,0.129702835,3.226694489,-0.592848923,9.338604109,3.921345554
209,0.080660052,0.026269935,0.165248766,5.807523714,1.89143529,11.89791117,4.402544739
210,0.041162612,0.01566035,0.181744883,2.963708042,1.127545176,13.08563159,3.175137079
211,0.043762142,0.008336181,0.226911848,3.150874232,0.600205008,16.33765304,3.299812476
212,0.07,-0.018867833,0.23538158,5.04,-1.358483978,16.94747376,2.788752413
213,0.105272324,-0.007259582,0.279837132,7.579607301,-0.522689891,20.14827349,4.17052466
214,0.148363603,0.007738713,0.262136578,10.68217944,0.557187351,18.87383359,3.52367504
215,0.19,-0.027443443,0.285796123,13.68,-1.97592788,20.57732085,4.278489186
216,0.220124885,-0.016512373,0.258307768,15.84899174,-1.188890889,18.59815931,3.039906706
217,0.196631361,0.021054708,0.231329241,14.15745799,1.515938981,16.65570536,3.735039281
218,0.178977341,0.053700223,0.220570999,12.88636855,3.866416048,15.88111192,2.782158479
219,0.159972086,0.095068376,0.216134878,11.51799022,6.844923083,15.5617112,3.293323582
220,0.145052598,0.110288901,0.252046723,10.44378704,7.940800867,18.14736404,3.006735974
221,0.193713255,0.104,0.262905851,13.94735433,7.488,18.92922124,3.618191968
222,0.12702502,0.094,0.224692787,9.145801443,6.768,16.17788066,5.580607955
223,0.125522976,0.08015029,0.254613596,9.037654243,5.770820862,18.33217893,2.376355
224,0.094787308,0.06686297,0.251208437,6.824686148,4.814133845,18.08700743,2.423342094
225,0.076552831,0.098845224,0.194527259,5.511803866,7.116856103,14.00596261,4.866324743
226,0.048167537,0.055173254,0.232674381,3.468062666,3.972474293,16.75255544,4.648417712
227,0.012766813,0.06,0.230110504,0.919210556,4.32,16.56795626,2.579049836
228,0.025048839,0.083889625,0.19141527,1.803516434,6.040053004,13.78189942,3.39156187
229,-0.027165699,0.104753847,0.205979527,-1.95593031,7.542276948,14.83052591,4.182072945
230,0.017302528,0.125,0.177933256,1.245782001,9,12.81119446,4.056305922
231,0.002441827,0.154721751,0.19063447,0.175811572,11.13996604,13.72568185,2.56136264
232,0.026081882,0.164136297,0.244980254,1.877895539,11.81781341,17.63857828,4.320570031
233,0.069560869,0.202438776,0.222589664,5.008382589,14.5755919,16.02645578,4.472608894
234,0.06127683,0.216510541,0.232469861,4.411931737,15.58875892,16.73783002,1.374159508
235,0.070250727,0.250535089,0.209432766,5.058052358,18.0385264,15.07915913,3.028204362
236,0.015946233,0.251787777,0.200748613,1.148128754,18.12871994,14.45390011,3.960629536
237,-0.010230168,0.235787878,0.199353179,-0.736572083,16.97672721,14.35342888,2.211171402
238,-0.023326455,0.236,0.236754106,-1.679504767,16.992,17.04629566,2.853223928
239,-0.061196373,0.235585306,0.200960885,-4.406138831,16.96214206,14.46918374,3.751923594
240,-0.082067715,0.205635615,0.19871993,-5.908875515,14.80576425,14.30783498,2.633290007
241,-0.097964183,0.2,0.219346258,-7.053421178,14.4,15.79293057,1.918368663
242,-0.146826865,0.199022619,0.198620552,-10.57153431,14.32962858,14.30067975,3.82215707
243,-0.154292291,0.150620387,0.245583785,-11.10904496,10.8446679,17.6820325,4.885428855
244,-0.146397977,0.157715834,0.251720475,-10.54065437,11.35554003,18.12387419,0.88276966
245,-0.072168319,0.135,0.247601398,-5.196118963,9.72,17.82730068,5.597053313
246,-0.04,0.111443935,0.203730761,-2.88,8.023963298,14.66861479,4.268283506
247,-0.04,0.079143331,0.197613499,-2.88,5.698319863,14.22817193,2.366982741
248,-0.001367874,0.063086789,0.23132868,-0.098486899,4.542248824,16.65566497,3.868596366
249,-0.007069787,0.022562206,0.187365338,-0.509024636,1.624478809,13.4903043,4.324515148
250,-0.079817114,0.035419055,0.201364931,-5.746832196,2.550171956,14.49827501,5.413643947
251,-0.11882149,0.011336367,0.208873467,-8.55514725,0.816218432,15.03888966,3.344471927
252,-0.124124613,0.008781561,0.254239665,-8.936972172,0.632272401,18.30525588,3.293747823
253,-0.180207912,0.031659983,0.261804481,-12.97496967,2.279518783,18.84992261,4.394940987
254,-0.230452799,0.080438162,0.231774994,-16.59260154,5.791547678,16.68779954,5.486017089
255,-0.243642313,0.030811464,0.221802818,-17.54224657,2.218425387,15.96980293,3.766237871
256,-0.20888423,0.01158156,0.186906838,-15.03966455,0.833872289,13.45729236,3.806916524
257,-0.195557704,-0.028877475,0.198489369,-14.08015469,-2.079178198,14.29123458,3.178361517
258,-0.195922735,-0.071685933,0.203070192,-14.10643694,-5.16138721,14.62105383,3.099916756
259,-0.157305273,-0.110058281,0.238584275,-11.32597962,-7.924196256,17.17806779,4.679997552
260,-0.196237613,-0.141696001,0.263803846,-14.12910813,-10.20211207,18.99387688,4.042720933
261,-0.133265845,-0.136719258,0.241047109,-9.595140867,-9.843786575,17.35539185,4.834241355
262,-0.115,-0.096945256,0.26856343,-8.28,-6.980058459,19.33656693,3.72230962
263,-0.100611911,-0.0825,0.240002648,-7.244057607,-5.94,17.28019066,2.526575073
264,-0.074902648,-0.069492419,0.251200884,-5.392990632,-5.003454198,18.08646362,2.225678117
265,-0.041138731,-0.076631737,0.18624256,-2.961988599,-5.51748505,13.40946428,5.2960666
266,-0.071571495,-0.078908053,0.217047417,-5.153147614,-5.681379834,15.62741405,3.122073107
267,-0.033792701,-0.105462898,0.216876616,-2.433074501,-7.593328653,15.61511636,3.324830411
268,-0.031,-0.163685266,0.20136229,-2.232,-11.78533915,14.49808486,4.342941673
269,-0.030600844,-0.214120035,0.244014787,-2.203260755,-15.41664252,17.56906467,4.755849773
270,0.012615446,-0.235579312,0.219797492,0.908312144,-16.96171045,15.82541941,3.887083694
271,0.042643158,-0.189849606,0.206173827,3.070307348,-13.66917165,14.84451551,4.059212663
272,0.082677854,-0.192336857,0.216974459,5.9528055,-13.84825371,15.62216103,2.990919346
273,0.119783507,-0.190429077,0.230494737,8.624412508,-13.71089353,16.59562105,2.846748361
274,0.146889105,-0.188991695,0.249541161,10.57601556,-13.60740207,17.96696362,2.387476788
275,0.111,-0.138279421,0.264,7.992,-9.956118294,19.008,4.592686184
276,0.082670257,-0.09,0.264,5.952258526,-6.48,19.008,4.03037761
277,0.045908381,-0.07273823,0.263038604,3.305403439,-5.237152549,18.93877949,2.924944977
278,0.025343629,-0.060965033,0.241015233,1.824741259,-4.389482347,17.35309676,2.329226262
279,-0.017866029,-0.006809661,0.202725095,-1.286354082,-0.490295612,14.59620683,5.699387117
280,0.008810691,-0.016230107,0.249090895,0.634369722,-1.168567738,17.93454446,3.910720029
281,0.026102987,0.001447201,0.287176379,1.879415076,0.104198437,20.67669928,3.26947774
282,0.06,-0.00941967,0.306511611,4.32,-0.678216275,22.06883597,2.916619981
283,0.100202183,-0.039803746,0.323203981,7.214557174,-2.865869709,23.27068661,3.822137326
284,0.113714237,-0.07986471,0.307223224,8.187425047,-5.750259097,22.12007211,3.254241501
285,0.157045313,-0.083299561,0.355899132,11.30726257,-5.997568382,25.62473752,4.698641045
286,0.175300264,-0.124795519,0.311387811,12.62161899,-8.985277391,22.41992239,4.574360932
287,0.16393137,-0.064933706,0.316091059,11.8030586,-4.675226835,22.75855625,4.400142019
288,0.163989715,-0.060528008,0.307554084,11.8072595,-4.358016607,22.14389407,0.691700489
289,0.174966832,-0.005252667,0.29633351,12.59761191,-0.378192025,21.33601274,4.137189008
290,0.157568372,0.02925497,0.303015774,11.34492275,2.106357868,21.81713576,2.823773657
291,0.178575752,0.063580839,0.34277369,12.85745413,4.577820394,24.67970568,4.073105047
292,0.123658946,0.085381484,0.309063938,8.903444126,6.147466861,22.25260353,4.897837277
293,0.08960322,0.055853993,0.307185422,6.45143183,4.021487476,22.11735037,3.248145019
294,0.033355069,0.012020373,0.30427482,2.401564964,0.865466862,21.90778703,5.138657854
295,0.054726796,0.049194691,0.289102377,3.940329317,3.542017773,20.81537113,3.274918778
296,0.024410264,0.006567914,0.281611074,1.757539016,0.472889819,20.27599732,3.804608258
297,0.042372422,0.079555081,0.290638088,3.050814398,5.727965828,20.92594235,5.450762663
298,0.011371261,0.030703329,0.297732264,0.818730806,2.210639678,21.43672299,4.196984307
299,0.017664325,0.111062334,0.298363563,1.271831426,7.996488072,21.48217653,5.803740849
300,0.031991161,0.140586634,0.344716934,2.303363611,10.12223762,24.81961927,4.089180089
301,0.086856256,0.15637238,0.353138005,6.253650412,11.25881135,25.42593634,4.155019379
302,0.042444854,0.123835963,0.332270713,3.056029463,8.916189358,23.92349134,4.239103503
303,0.040923089,0.180704987,0.280903247,2.946462399,13.01075907,20.22503375,5.518704066
304,0.000222691,0.195835255,0.251230351,0.016033743,14.10013836,18.08858529,3.786630608
305,-0.018606827,0.215526047,0.271661259,-1.339691546,15.51787541,19.55961063,2.451914542
306,-0.060155013,0.211834714,0.29482928,-4.331160946,15.25209943,21.22770813,3.43541487
307,-0.08842581,0.19,0.305356724,-6.366658295,13.68,21.98568412,2.681282096
308,-0.092026235,0.162687298,0.297748763,-6.625888892,11.71348543,21.43791097,2.057774404
