pixel,x,y
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,465.99999808230456,591.999997563786
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,428.0019942449135,564.513761242715
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,420.5454545017115,608.592677282235
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,385.5132563730509,602.4930833998579
25,371.3550071490987,610.8084178197944
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,319.2418168606407,599.0951901806629
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,307.7146945830833,621.9367842027822
37,296.24459794971006,625.3772599863753
38,316.3938968289941,624.2257277505374
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,428.0686325930111,650.8026807906696
47,383.8278847651461,642.5050592875555
48,0.0,0.0
49,0.0,0.0
50,359.16851365711443,641.9096313606701
51,374.54992324326753,631.8977060342681
52,358.9305577914597,621.2730261217657
53,329.49032392499834,607.1883886873529
54,327.2038386235222,634.7209525276445
55,351.3575182534068,651.3668820968182
56,374.36639128646294,647.0256388029352
57,390.29926385062055,627.4439536009581
58,0.0,0.0
59,403.4554832017488,645.8731890406257
60,401.70454543285985,666.2536708774426
61,441.5517814162772,662.2317579462278
62,448.6746254710552,649.1394037299215
63,452.2634365029196,645.5180687855036
64,451.7763317752856,640.9372586022887
65,423.6644898921984,630.9166201615898
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,470.20579102996254,648.5312706402457
71,475.6197768898099,651.3764664710526
72,478.12118664440794,634.5624824632968
73,499.117370631655,612.7882104262972
74,498.5221814344544,622.8434022308886
75,524.2487230459459,593.3494162173158
76,536.9739116913277,628.6624682392668
77,563.7762600783465,627.5004232155636
78,0.0,0.0
79,576.6132465655462,655.9245416525177
80,562.5657907409425,655.1345339703211
81,586.1183947348152,644.3090006268199
82,601.3447653203465,633.8991049701452
83,596.9019366343559,618.8432896046313
84,607.452229891312,638.3537132507878
85,605.0489174163121,632.6195226015947
86,0.0,0.0
87,560.1618591981576,612.514154528978
88,0.0,0.0
89,0.0,0.0
90,516.7840948579276,631.1001756914675
91,0.0,0.0
92,0.0,0.0
93,535.5081621724323,599.9999987755102
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,590.4176659496685,598.0884468793163
98,577.7217632226952,575.5248785662152
99,567.8738072785105,577.1420340995244
100,547.8895868276977,580.9061936351409
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,498.4959178586776,593.4999993943877
111,0.0,0.0
112,475.27619328106755,639.1246123251319
113,0.0,0.0
114,473.72932041702353,591.1618398077643
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,489.9999979752066,557.9999976942149
120,0.0,0.0
121,491.66863832593396,516.3431945024508
122,477.9999981106719,549.999997826087
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,422.99999816883115,547.9999976277056
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,427.3690229533734,550.5897753134092
132,438.9999982154472,569.9999976829268
133,418.86386117878027,576.8831680312459
134,0.0,0.0
135,0.0,0.0
136,425.5936311932242,600.5825297690382
137,0.0,0.0
138,385.9999982844445,589.9999973777778
139,397.00805551189745,580.4738189013278
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,316.94146860956937,598.6495909039103
153,305.9724841288371,589.4120520920019
154,303.93642609310086,590.084114293183
155,304.7472295635036,563.3415860012249
156,330.12969575256403,579.4308058417232
157,352.8389794326978,559.1746130156473
158,366.3645102503546,584.5804116054535
159,0.0,0.0
160,399.13539634134753,581.5314638660335
161,430.2220230840546,585.5268573923336
162,400.62653174000417,602.234068442943
163,419.18137119699816,601.5333869132445
164,410.23290509793264,583.0851173500603
165,433.920889084281,574.2661240418074
166,406.3619450552762,586.6709576728599
167,0.0,0.0
168,405.6336856474193,565.6850451035933
169,357.5893306952054,574.5969063842813
170,352.6626658516137,576.776736867996
171,373.7276758021732,554.12089859581
172,389.0304484292071,574.9109053603316
173,423.14441239007806,571.7471981610832
174,442.2839931637703,581.4824398340033
175,464.7403900706161,566.9775564704988
176,466.55293634763734,541.2724039279341
177,503.10293914116863,542.5786501195687
178,483.3155602901491,568.3092582473337
179,503.52495884367875,565.9694337610175
180,496.2333497765481,594.8878314497307
181,0.0,0.0
182,497.9999989919028,585.5121445637405
183,479.32050674039215,587.1192128453994
184,462.48316338890487,590.7747007995625
185,450.0383656078629,592.3388140029051
186,467.3624539156934,593.7204721003142
187,491.9999990060606,587.5010089141393
188,477.94166177740516,584.6964113251398
189,0.0,0.0
190,538.4015841954409,553.6781399274174
191,0.0,0.0
192,564.3104215832647,548.5137853814213
193,588.4043783404463,573.3253536910807
194,588.7417491307574,590.7906540210928
195,583.563333225266,609.8312961833645
196,570.398237382909,608.2070479222845
197,558.1517899353747,605.8895609652599
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,562.9995307279468,547.0924361348449
203,0.0,0.0
204,542.1845976176405,551.7975730084877
205,525.5457189717264,567.7000579104833
206,0.0,0.0
207,0.0,0.0
208,478.2667141572982,590.1284061636463
209,472.71826614129117,566.7125504723238
210,0.0,0.0
211,475.99999786547085,531.9999976143498
212,497.0483589268235,526.9715395174431
213,504.74946412767724,499.9935754818056
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,486.2706020881387,515.0693888866593
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,464.3939022974409,516.3807925254937
225,0.0,0.0
226,0.0,0.0
227,462.8760788741522,534.7116434265711
228,0.0,0.0
229,0.0,0.0
230,421.99898558722157,549.5086204109997
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,340.86671252955625,515.8699844126278
244,341.4893009011443,512.4992865870188
245,0.0,0.0
246,373.0022673622436,542.7154191934719
247,0.0,0.0
248,422.99999831474105,533.99999787251
249,428.610625679233,559.6829052546392
250,406.4985010924091,551.504494953542
251,395.4926566118206,546.980640489332
252,394.1749643820519,527.7184921013203
253,382.9798649150339,503.96644182557844
254,0.0,0.0
255,334.2088227492184,539.5649028400057
256,354.0032818305017,557.4720720361987
257,385.34368643798535,554.4706275796957
258,400.1726618456851,555.1950508214342
259,411.89484720983927,534.6191285288512
260,430.5953559556954,523.144492074046
261,459.4630289496525,535.4079549884223
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,472.28372065564895,565.8674415314724
266,0.0,0.0
267,0.0,0.0
268,520.3983801454264,554.2194327496198
269,540.2652284477281,526.5889119653839
270,572.8760429379075,537.0231609985124
271,560.3651312988164,548.6951902387619
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,544.9049648469169,500.5923035059979
276,538.0325679388529,525.7140004335271
277,508.05362808355073,520.6321768237683
278,487.95214045073664,529.1217688753793
279,0.0,0.0
280,476.36610330866205,523.1354325337595
281,0.0,0.0
282,0.0,0.0
283,509.99999893081764,474.5283008919742
284,530.7157304181063,485.3441300416367
285,545.5033187458865,457.497546765513
286,562.5600193419624,478.0314096717722
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,469.9823909576823,479.32190284852584
294,0.0,0.0
295,457.154737672805,494.883064266692
296,0.0,0.0
297,0.0,0.0
298,433.31564185291114,488.6578205465673
299,0.0,0.0
300,0.0,0.0
301,432.21802056941425,455.59855152405584
302,0.0,0.0
303,0.0,0.0
304,0.0,0.0
305,0.0,0.0
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
309,383.91658764464313,465.8629038805805
