pixel,x,y
0,445.77409723558327,587.0016559831065
1,421.32694704687947,624.7246979557511
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,327.1610255990819,588.6487178732501
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,396.55800441034916,617.4379346766601
21,0.0,0.0
22,410.0694350797112,641.3362124115163
23,0.0,0.0
24,381.61261242161527,615.2672669593256
25,0.0,0.0
26,0.0,0.0
27,320.49720008902887,609.4994394070555
28,0.0,0.0
29,300.94661473915227,610.5515952357118
30,284.42063561748284,641.4335670119813
31,308.86126738812584,614.8288728064585
32,312.3024299549735,614.1384964918519
33,338.5005738170189,616.5539402918633
34,0.0,0.0
35,0.0,0.0
36,333.3132896194065,646.8690921096315
37,343.01029888936534,651.0249167272343
38,370.3130416754545,643.3478639600314
39,386.1830459108302,627.9749137546569
40,0.0,0.0
41,401.414369752317,639.8855122167524
42,413.1645916921406,636.9889345525664
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,470.314743149215,653.1489047205689
47,0.0,0.0
48,432.0999997443195,645.6946741741451
49,419.3447287473722,640.3390304268675
50,441.25691207208956,653.9063182276574
51,464.92569527065785,639.1040265139806
52,467.6053990884597,630.8563604338374
53,426.21752770612835,619.554462130725
54,451.70882227024055,653.5241958771201
55,466.18892352032316,661.6053204248363
56,489.0469286220878,653.3258933833571
57,488.2259982748393,627.1587722691611
58,510.5726271958064,638.2565209072623
59,536.9831777122555,646.7281240180915
60,547.2640848688459,660.9680885006155
61,573.3996538506448,652.2151509712379
62,569.6144538141947,638.3874560208891
63,560.1608566652329,637.865182562397
64,0.0,0.0
65,522.6745803670525,628.3832914319096
66,512.5522933144813,644.2275705239272
67,501.27286594038543,617.976604169028
68,0.0,0.0
69,475.3882850582061,626.4110785511765
70,503.32300282057145,643.4166540812835
71,521.373308205734,644.4211478146905
72,523.5775675853484,632.4276722930528
73,552.0431962208095,591.9121354038131
74,0.0,0.0
75,0.0,0.0
76,609.3142736635974,608.4075459063814
77,615.0430099140507,606.0992991068905
78,583.2838605546815,615.8738901397965
79,609.5935248143924,627.8794960264511
80,584.4845993892934,629.4900750754655
81,592.9999974765958,621.9999973531915
